"order_id","customer_id","employee_id","order_date","required_date","shipped_date","ship_via","freight","ship_name","ship_address","ship_city","ship_region","ship_postal_code","ship_country","_sdc_extracted_at","_sdc_received_at","_sdc_batched_at","_sdc_deleted_at","_sdc_sequence","_sdc_table_version","_sdc_sync_started_at","order_id-2","product_id","unit_price","quantity","discount","_sdc_extracted_at-2","_sdc_received_at-2","_sdc_batched_at-2","_sdc_deleted_at-2","_sdc_sequence-2","_sdc_table_version-2","_sdc_sync_started_at-2"
"10627","SAVEA","8","1997-08-11","1997-09-22","1997-08-21","3","107.46","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","2025-01-28 21:00:22.022187","2025-01-28 21:00:22.960851","2025-01-28 21:00:22.880445",NULL,"1738098022961",NULL,"1738098022345","10627","73","15","35","0.15","2025-01-28 21:00:22.172881","2025-01-28 21:00:23.249836","2025-01-28 21:00:23.115917",NULL,"1738098023250",NULL,"1738098022345"
"10629","GODOS","4","1997-08-12","1997-09-09","1997-08-20","3","85.46","Godos Cocina Típica","C/ Romero, 33","Sevilla","","41101","Spain","2025-01-28 21:00:22.022405","2025-01-28 21:00:22.961525","2025-01-28 21:00:22.880445",NULL,"1738098022962",NULL,"1738098022345","10629","29","123.79","20","0","2025-01-28 21:00:22.173159","2025-01-28 21:00:23.250277","2025-01-28 21:00:23.115917",NULL,"1738098023250",NULL,"1738098022345"
"10629","GODOS","4","1997-08-12","1997-09-09","1997-08-20","3","85.46","Godos Cocina Típica","C/ Romero, 33","Sevilla","","41101","Spain","2025-01-28 21:00:22.022405","2025-01-28 21:00:22.961525","2025-01-28 21:00:22.880445",NULL,"1738098022962",NULL,"1738098022345","10629","64","33.25","9","0","2025-01-28 21:00:22.173417","2025-01-28 21:00:23.250397","2025-01-28 21:00:23.115917",NULL,"1738098023250",NULL,"1738098022345"
"10630","KOENE","1","1997-08-13","1997-09-10","1997-08-19","2","32.35","Königlich Essen","Maubelstr. 90","Brandenburg","","14776","Germany","2025-01-28 21:00:22.022506","2025-01-28 21:00:22.961733","2025-01-28 21:00:22.880445",NULL,"1738098022962",NULL,"1738098022345","10630","55","24","12","0.05","2025-01-28 21:00:22.173717","2025-01-28 21:00:23.250513","2025-01-28 21:00:23.115917",NULL,"1738098023251",NULL,"1738098022345"
"10630","KOENE","1","1997-08-13","1997-09-10","1997-08-19","2","32.35","Königlich Essen","Maubelstr. 90","Brandenburg","","14776","Germany","2025-01-28 21:00:22.022506","2025-01-28 21:00:22.961733","2025-01-28 21:00:22.880445",NULL,"1738098022962",NULL,"1738098022345","10630","76","18","35","0","2025-01-28 21:00:22.173909","2025-01-28 21:00:23.250628","2025-01-28 21:00:23.115917",NULL,"1738098023251",NULL,"1738098022345"
"10631","LAMAI","8","1997-08-14","1997-09-11","1997-08-15","1","0.87","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse","","31000","France","2025-01-28 21:00:22.022609","2025-01-28 21:00:22.961927","2025-01-28 21:00:22.880445",NULL,"1738098022962",NULL,"1738098022345","10631","75","7.75","8","0.1","2025-01-28 21:00:22.173972","2025-01-28 21:00:23.25074","2025-01-28 21:00:23.115917",NULL,"1738098023251",NULL,"1738098022345"
"10632","WANDK","8","1997-08-14","1997-09-11","1997-08-19","1","41.38","Die Wandernde Kuh","Adenauerallee 900","Stuttgart","","70563","Germany","2025-01-28 21:00:22.022686","2025-01-28 21:00:22.962168","2025-01-28 21:00:22.880445",NULL,"1738098022962",NULL,"1738098022345","10632","2","19","30","0.05","2025-01-28 21:00:22.174062","2025-01-28 21:00:23.250854","2025-01-28 21:00:23.115917",NULL,"1738098023251",NULL,"1738098022345"
"10632","WANDK","8","1997-08-14","1997-09-11","1997-08-19","1","41.38","Die Wandernde Kuh","Adenauerallee 900","Stuttgart","","70563","Germany","2025-01-28 21:00:22.022686","2025-01-28 21:00:22.962168","2025-01-28 21:00:22.880445",NULL,"1738098022962",NULL,"1738098022345","10632","33","2.5","20","0.05","2025-01-28 21:00:22.174116","2025-01-28 21:00:23.250975","2025-01-28 21:00:23.115917",NULL,"1738098023251",NULL,"1738098022345"
"10633","ERNSH","7","1997-08-15","1997-09-12","1997-08-18","3","477.9","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria","2025-01-28 21:00:22.022797","2025-01-28 21:00:22.962342","2025-01-28 21:00:22.880445",NULL,"1738098022962",NULL,"1738098022345","10633","12","38","36","0.15","2025-01-28 21:00:22.174157","2025-01-28 21:00:23.251175","2025-01-28 21:00:23.115917",NULL,"1738098023251",NULL,"1738098022345"
"10633","ERNSH","7","1997-08-15","1997-09-12","1997-08-18","3","477.9","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria","2025-01-28 21:00:22.022797","2025-01-28 21:00:22.962342","2025-01-28 21:00:22.880445",NULL,"1738098022962",NULL,"1738098022345","10633","13","6","13","0.15","2025-01-28 21:00:22.174195","2025-01-28 21:00:23.251584","2025-01-28 21:00:23.115917",NULL,"1738098023252",NULL,"1738098022345"
"10633","ERNSH","7","1997-08-15","1997-09-12","1997-08-18","3","477.9","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria","2025-01-28 21:00:22.022797","2025-01-28 21:00:22.962342","2025-01-28 21:00:22.880445",NULL,"1738098022962",NULL,"1738098022345","10633","26","31.23","35","0.15","2025-01-28 21:00:22.174271","2025-01-28 21:00:23.251868","2025-01-28 21:00:23.115917",NULL,"1738098023252",NULL,"1738098022345"
"10633","ERNSH","7","1997-08-15","1997-09-12","1997-08-18","3","477.9","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria","2025-01-28 21:00:22.022797","2025-01-28 21:00:22.962342","2025-01-28 21:00:22.880445",NULL,"1738098022962",NULL,"1738098022345","10633","62","49.3","80","0.15","2025-01-28 21:00:22.174323","2025-01-28 21:00:23.252058","2025-01-28 21:00:23.115917",NULL,"1738098023252",NULL,"1738098022345"
"10634","FOLIG","4","1997-08-15","1997-09-12","1997-08-21","3","487.38","Folies gourmandes","184, chaussée de Tournai","Lille","","59000","France","2025-01-28 21:00:22.022903","2025-01-28 21:00:22.962515","2025-01-28 21:00:22.880445",NULL,"1738098022963",NULL,"1738098022345","10634","7","30","35","0","2025-01-28 21:00:22.174428","2025-01-28 21:00:23.252238","2025-01-28 21:00:23.115917",NULL,"1738098023252",NULL,"1738098022345"
"10634","FOLIG","4","1997-08-15","1997-09-12","1997-08-21","3","487.38","Folies gourmandes","184, chaussée de Tournai","Lille","","59000","France","2025-01-28 21:00:22.022903","2025-01-28 21:00:22.962515","2025-01-28 21:00:22.880445",NULL,"1738098022963",NULL,"1738098022345","10634","18","62.5","50","0","2025-01-28 21:00:22.17448","2025-01-28 21:00:23.252404","2025-01-28 21:00:23.115917",NULL,"1738098023252",NULL,"1738098022345"
"10634","FOLIG","4","1997-08-15","1997-09-12","1997-08-21","3","487.38","Folies gourmandes","184, chaussée de Tournai","Lille","","59000","France","2025-01-28 21:00:22.022903","2025-01-28 21:00:22.962515","2025-01-28 21:00:22.880445",NULL,"1738098022963",NULL,"1738098022345","10634","51","53","15","0","2025-01-28 21:00:22.17452","2025-01-28 21:00:23.252585","2025-01-28 21:00:23.115917",NULL,"1738098023253",NULL,"1738098022345"
"10634","FOLIG","4","1997-08-15","1997-09-12","1997-08-21","3","487.38","Folies gourmandes","184, chaussée de Tournai","Lille","","59000","France","2025-01-28 21:00:22.022903","2025-01-28 21:00:22.962515","2025-01-28 21:00:22.880445",NULL,"1738098022963",NULL,"1738098022345","10634","75","7.75","2","0","2025-01-28 21:00:22.174558","2025-01-28 21:00:23.252708","2025-01-28 21:00:23.115917",NULL,"1738098023253",NULL,"1738098022345"
"10635","MAGAA","8","1997-08-18","1997-09-15","1997-08-21","3","47.46","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","","24100","Italy","2025-01-28 21:00:22.02301","2025-01-28 21:00:22.962681","2025-01-28 21:00:22.880445",NULL,"1738098022963",NULL,"1738098022345","10635","4","22","10","0.1","2025-01-28 21:00:22.174595","2025-01-28 21:00:23.252826","2025-01-28 21:00:23.115917",NULL,"1738098023253",NULL,"1738098022345"
"10635","MAGAA","8","1997-08-18","1997-09-15","1997-08-21","3","47.46","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","","24100","Italy","2025-01-28 21:00:22.02301","2025-01-28 21:00:22.962681","2025-01-28 21:00:22.880445",NULL,"1738098022963",NULL,"1738098022345","10635","5","21.35","15","0.1","2025-01-28 21:00:22.174632","2025-01-28 21:00:23.252939","2025-01-28 21:00:23.115917",NULL,"1738098023253",NULL,"1738098022345"
"10635","MAGAA","8","1997-08-18","1997-09-15","1997-08-21","3","47.46","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","","24100","Italy","2025-01-28 21:00:22.02301","2025-01-28 21:00:22.962681","2025-01-28 21:00:22.880445",NULL,"1738098022963",NULL,"1738098022345","10635","22","21","40","0","2025-01-28 21:00:22.17467","2025-01-28 21:00:23.25305","2025-01-28 21:00:23.115917",NULL,"1738098023253",NULL,"1738098022345"
"10636","WARTH","4","1997-08-19","1997-09-16","1997-08-26","1","1.15","Wartian Herkku","Torikatu 38","Oulu","","90110","Finland","2025-01-28 21:00:22.023093","2025-01-28 21:00:22.962851","2025-01-28 21:00:22.880445",NULL,"1738098022963",NULL,"1738098022345","10636","4","22","25","0","2025-01-28 21:00:22.174707","2025-01-28 21:00:23.253162","2025-01-28 21:00:23.115917",NULL,"1738098023253",NULL,"1738098022345"
"10636","WARTH","4","1997-08-19","1997-09-16","1997-08-26","1","1.15","Wartian Herkku","Torikatu 38","Oulu","","90110","Finland","2025-01-28 21:00:22.023093","2025-01-28 21:00:22.962851","2025-01-28 21:00:22.880445",NULL,"1738098022963",NULL,"1738098022345","10636","58","13.25","6","0","2025-01-28 21:00:22.174744","2025-01-28 21:00:23.253276","2025-01-28 21:00:23.115917",NULL,"1738098023253",NULL,"1738098022345"
"10637","QUEEN","6","1997-08-19","1997-09-16","1997-08-26","1","201.29","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil","2025-01-28 21:00:22.023241","2025-01-28 21:00:22.96302","2025-01-28 21:00:22.880445",NULL,"1738098022963",NULL,"1738098022345","10637","11","21","10","0","2025-01-28 21:00:22.174783","2025-01-28 21:00:23.253402","2025-01-28 21:00:23.115917",NULL,"1738098023253",NULL,"1738098022345"
"10637","QUEEN","6","1997-08-19","1997-09-16","1997-08-26","1","201.29","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil","2025-01-28 21:00:22.023241","2025-01-28 21:00:22.96302","2025-01-28 21:00:22.880445",NULL,"1738098022963",NULL,"1738098022345","10637","50","16.25","25","0.05","2025-01-28 21:00:22.174826","2025-01-28 21:00:23.253519","2025-01-28 21:00:23.115917",NULL,"1738098023254",NULL,"1738098022345"
"10637","QUEEN","6","1997-08-19","1997-09-16","1997-08-26","1","201.29","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil","2025-01-28 21:00:22.023241","2025-01-28 21:00:22.96302","2025-01-28 21:00:22.880445",NULL,"1738098022963",NULL,"1738098022345","10637","56","38","60","0.05","2025-01-28 21:00:22.174899","2025-01-28 21:00:23.253631","2025-01-28 21:00:23.115917",NULL,"1738098023254",NULL,"1738098022345"
"10638","LINOD","3","1997-08-20","1997-09-17","1997-09-01","1","158.44","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela","2025-01-28 21:00:22.023335","2025-01-28 21:00:22.963238","2025-01-28 21:00:22.880445",NULL,"1738098022963",NULL,"1738098022345","10638","45","9.5","20","0","2025-01-28 21:00:22.175001","2025-01-28 21:00:23.253884","2025-01-28 21:00:23.115917",NULL,"1738098023254",NULL,"1738098022345"
"10638","LINOD","3","1997-08-20","1997-09-17","1997-09-01","1","158.44","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela","2025-01-28 21:00:22.023335","2025-01-28 21:00:22.963238","2025-01-28 21:00:22.880445",NULL,"1738098022963",NULL,"1738098022345","10638","65","21.05","21","0","2025-01-28 21:00:22.175089","2025-01-28 21:00:23.254137","2025-01-28 21:00:23.115917",NULL,"1738098023254",NULL,"1738098022345"
"10638","LINOD","3","1997-08-20","1997-09-17","1997-09-01","1","158.44","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela","2025-01-28 21:00:22.023335","2025-01-28 21:00:22.963238","2025-01-28 21:00:22.880445",NULL,"1738098022963",NULL,"1738098022345","10638","72","34.8","60","0","2025-01-28 21:00:22.175143","2025-01-28 21:00:23.254309","2025-01-28 21:00:23.115917",NULL,"1738098023254",NULL,"1738098022345"
"10639","SANTG","7","1997-08-20","1997-09-17","1997-08-27","3","38.64","Santé Gourmet","Erling Skakkes gate 78","Stavern","","4110","Norway","2025-01-28 21:00:22.023438","2025-01-28 21:00:22.963415","2025-01-28 21:00:22.880445",NULL,"1738098022963",NULL,"1738098022345","10639","18","62.5","8","0","2025-01-28 21:00:22.175216","2025-01-28 21:00:23.254546","2025-01-28 21:00:23.115917",NULL,"1738098023255",NULL,"1738098022345"
"10640","WANDK","4","1997-08-21","1997-09-18","1997-08-28","1","23.55","Die Wandernde Kuh","Adenauerallee 900","Stuttgart","","70563","Germany","2025-01-28 21:00:22.023544","2025-01-28 21:00:22.963582","2025-01-28 21:00:22.880445",NULL,"1738098022964",NULL,"1738098022345","10640","69","36","20","0.25","2025-01-28 21:00:22.175302","2025-01-28 21:00:23.254797","2025-01-28 21:00:23.115917",NULL,"1738098023255",NULL,"1738098022345"
"10640","WANDK","4","1997-08-21","1997-09-18","1997-08-28","1","23.55","Die Wandernde Kuh","Adenauerallee 900","Stuttgart","","70563","Germany","2025-01-28 21:00:22.023544","2025-01-28 21:00:22.963582","2025-01-28 21:00:22.880445",NULL,"1738098022964",NULL,"1738098022345","10640","70","15","15","0.25","2025-01-28 21:00:22.175386","2025-01-28 21:00:23.254993","2025-01-28 21:00:23.115917",NULL,"1738098023255",NULL,"1738098022345"
"10641","HILAA","4","1997-08-22","1997-09-19","1997-08-26","2","179.61","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela","2025-01-28 21:00:22.023625","2025-01-28 21:00:22.96375","2025-01-28 21:00:22.880445",NULL,"1738098022964",NULL,"1738098022345","10641","2","19","50","0","2025-01-28 21:00:22.17547","2025-01-28 21:00:23.255113","2025-01-28 21:00:23.115917",NULL,"1738098023255",NULL,"1738098022345"
"10641","HILAA","4","1997-08-22","1997-09-19","1997-08-26","2","179.61","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela","2025-01-28 21:00:22.023625","2025-01-28 21:00:22.96375","2025-01-28 21:00:22.880445",NULL,"1738098022964",NULL,"1738098022345","10641","40","18.4","60","0","2025-01-28 21:00:22.175553","2025-01-28 21:00:23.255226","2025-01-28 21:00:23.115917",NULL,"1738098023255",NULL,"1738098022345"
"10642","SIMOB","7","1997-08-22","1997-09-19","1997-09-05","3","41.89","Simons bistro","Vinbæltet 34","Kobenhavn","","1734","Denmark","2025-01-28 21:00:22.023721","2025-01-28 21:00:22.963916","2025-01-28 21:00:22.880445",NULL,"1738098022964",NULL,"1738098022345","10642","21","10","30","0.2","2025-01-28 21:00:22.175637","2025-01-28 21:00:23.255339","2025-01-28 21:00:23.115917",NULL,"1738098023255",NULL,"1738098022345"
"10642","SIMOB","7","1997-08-22","1997-09-19","1997-09-05","3","41.89","Simons bistro","Vinbæltet 34","Kobenhavn","","1734","Denmark","2025-01-28 21:00:22.023721","2025-01-28 21:00:22.963916","2025-01-28 21:00:22.880445",NULL,"1738098022964",NULL,"1738098022345","10642","61","28.5","20","0.2","2025-01-28 21:00:22.175721","2025-01-28 21:00:23.255458","2025-01-28 21:00:23.115917",NULL,"1738098023255",NULL,"1738098022345"
"10643","ALFKI","6","1997-08-25","1997-09-22","1997-09-02","1","29.46","Alfreds Futterkiste","Obere Str. 57","Berlin","","12209","Germany","2025-01-28 21:00:22.023793","2025-01-28 21:00:22.964123","2025-01-28 21:00:22.880445",NULL,"1738098022964",NULL,"1738098022345","10643","28","45.6","15","0.25","2025-01-28 21:00:22.175805","2025-01-28 21:00:23.255571","2025-01-28 21:00:23.115917",NULL,"1738098023256",NULL,"1738098022345"
"10643","ALFKI","6","1997-08-25","1997-09-22","1997-09-02","1","29.46","Alfreds Futterkiste","Obere Str. 57","Berlin","","12209","Germany","2025-01-28 21:00:22.023793","2025-01-28 21:00:22.964123","2025-01-28 21:00:22.880445",NULL,"1738098022964",NULL,"1738098022345","10643","39","18","21","0.25","2025-01-28 21:00:22.17589","2025-01-28 21:00:23.255687","2025-01-28 21:00:23.115917",NULL,"1738098023256",NULL,"1738098022345"
"10643","ALFKI","6","1997-08-25","1997-09-22","1997-09-02","1","29.46","Alfreds Futterkiste","Obere Str. 57","Berlin","","12209","Germany","2025-01-28 21:00:22.023793","2025-01-28 21:00:22.964123","2025-01-28 21:00:22.880445",NULL,"1738098022964",NULL,"1738098022345","10643","46","12","2","0.25","2025-01-28 21:00:22.17598","2025-01-28 21:00:23.25586","2025-01-28 21:00:23.115917",NULL,"1738098023256",NULL,"1738098022345"
"10644","WELLI","3","1997-08-25","1997-09-22","1997-09-01","2","0.14","Wellington Importadora","Rua do Mercado, 12","Resende","SP","08737-363","Brazil","2025-01-28 21:00:22.023852","2025-01-28 21:00:22.964311","2025-01-28 21:00:22.880445",NULL,"1738098022964",NULL,"1738098022345","10644","18","62.5","4","0.1","2025-01-28 21:00:22.17608","2025-01-28 21:00:23.25598","2025-01-28 21:00:23.115917",NULL,"1738098023256",NULL,"1738098022345"
"10644","WELLI","3","1997-08-25","1997-09-22","1997-09-01","2","0.14","Wellington Importadora","Rua do Mercado, 12","Resende","SP","08737-363","Brazil","2025-01-28 21:00:22.023852","2025-01-28 21:00:22.964311","2025-01-28 21:00:22.880445",NULL,"1738098022964",NULL,"1738098022345","10644","43","46","20","0","2025-01-28 21:00:22.176139","2025-01-28 21:00:23.256094","2025-01-28 21:00:23.115917",NULL,"1738098023256",NULL,"1738098022345"
"10644","WELLI","3","1997-08-25","1997-09-22","1997-09-01","2","0.14","Wellington Importadora","Rua do Mercado, 12","Resende","SP","08737-363","Brazil","2025-01-28 21:00:22.023852","2025-01-28 21:00:22.964311","2025-01-28 21:00:22.880445",NULL,"1738098022964",NULL,"1738098022345","10644","46","12","21","0.1","2025-01-28 21:00:22.17622","2025-01-28 21:00:23.25621","2025-01-28 21:00:23.115917",NULL,"1738098023256",NULL,"1738098022345"
"10645","HANAR","4","1997-08-26","1997-09-23","1997-09-02","1","12.41","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil","2025-01-28 21:00:22.02393","2025-01-28 21:00:22.964481","2025-01-28 21:00:22.880445",NULL,"1738098022964",NULL,"1738098022345","10645","18","62.5","20","0","2025-01-28 21:00:22.176307","2025-01-28 21:00:23.256322","2025-01-28 21:00:23.115917",NULL,"1738098023256",NULL,"1738098022345"
"10645","HANAR","4","1997-08-26","1997-09-23","1997-09-02","1","12.41","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil","2025-01-28 21:00:22.02393","2025-01-28 21:00:22.964481","2025-01-28 21:00:22.880445",NULL,"1738098022964",NULL,"1738098022345","10645","36","19","15","0","2025-01-28 21:00:22.176396","2025-01-28 21:00:23.256434","2025-01-28 21:00:23.115917",NULL,"1738098023256",NULL,"1738098022345"
"10646","HUNGO","9","1997-08-27","1997-10-08","1997-09-03","3","142.33","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland","2025-01-28 21:00:22.02404","2025-01-28 21:00:22.964645","2025-01-28 21:00:22.880445",NULL,"1738098022965",NULL,"1738098022345","10646","1","18","15","0.25","2025-01-28 21:00:22.17648","2025-01-28 21:00:23.256629","2025-01-28 21:00:23.115917",NULL,"1738098023257",NULL,"1738098022345"
"10646","HUNGO","9","1997-08-27","1997-10-08","1997-09-03","3","142.33","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland","2025-01-28 21:00:22.02404","2025-01-28 21:00:22.964645","2025-01-28 21:00:22.880445",NULL,"1738098022965",NULL,"1738098022345","10646","10","31","18","0.25","2025-01-28 21:00:22.176553","2025-01-28 21:00:23.256757","2025-01-28 21:00:23.115917",NULL,"1738098023257",NULL,"1738098022345"
"10646","HUNGO","9","1997-08-27","1997-10-08","1997-09-03","3","142.33","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland","2025-01-28 21:00:22.02404","2025-01-28 21:00:22.964645","2025-01-28 21:00:22.880445",NULL,"1738098022965",NULL,"1738098022345","10646","71","21.5","30","0.25","2025-01-28 21:00:22.176657","2025-01-28 21:00:23.256874","2025-01-28 21:00:23.115917",NULL,"1738098023257",NULL,"1738098022345"
"10646","HUNGO","9","1997-08-27","1997-10-08","1997-09-03","3","142.33","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland","2025-01-28 21:00:22.02404","2025-01-28 21:00:22.964645","2025-01-28 21:00:22.880445",NULL,"1738098022965",NULL,"1738098022345","10646","77","13","35","0.25","2025-01-28 21:00:22.176713","2025-01-28 21:00:23.256989","2025-01-28 21:00:23.115917",NULL,"1738098023257",NULL,"1738098022345"
"10647","QUEDE","4","1997-08-27","1997-09-10","1997-09-03","2","45.54","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil","2025-01-28 21:00:22.024148","2025-01-28 21:00:22.964884","2025-01-28 21:00:22.880445",NULL,"1738098022965",NULL,"1738098022345","10647","19","9.2","30","0","2025-01-28 21:00:22.176762","2025-01-28 21:00:23.257102","2025-01-28 21:00:23.115917",NULL,"1738098023257",NULL,"1738098022345"
"10647","QUEDE","4","1997-08-27","1997-09-10","1997-09-03","2","45.54","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil","2025-01-28 21:00:22.024148","2025-01-28 21:00:22.964884","2025-01-28 21:00:22.880445",NULL,"1738098022965",NULL,"1738098022345","10647","39","18","20","0","2025-01-28 21:00:22.176814","2025-01-28 21:00:23.257277","2025-01-28 21:00:23.115917",NULL,"1738098023257",NULL,"1738098022345"
"10648","RICAR","5","1997-08-28","1997-10-09","1997-09-09","2","14.25","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil","2025-01-28 21:00:22.024249","2025-01-28 21:00:22.965069","2025-01-28 21:00:22.880445",NULL,"1738098022965",NULL,"1738098022345","10648","22","21","15","0","2025-01-28 21:00:22.17687","2025-01-28 21:00:23.257466","2025-01-28 21:00:23.115917",NULL,"1738098023257",NULL,"1738098022345"
"10648","RICAR","5","1997-08-28","1997-10-09","1997-09-09","2","14.25","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil","2025-01-28 21:00:22.024249","2025-01-28 21:00:22.965069","2025-01-28 21:00:22.880445",NULL,"1738098022965",NULL,"1738098022345","10648","24","4.5","15","0.15","2025-01-28 21:00:22.176931","2025-01-28 21:00:23.257591","2025-01-28 21:00:23.115917",NULL,"1738098023258",NULL,"1738098022345"
"10649","MAISD","5","1997-08-28","1997-09-25","1997-08-29","3","6.2","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","","B-1180","Belgium","2025-01-28 21:00:22.024354","2025-01-28 21:00:22.965282","2025-01-28 21:00:22.880445",NULL,"1738098022965",NULL,"1738098022345","10649","28","45.6","20","0","2025-01-28 21:00:22.177028","2025-01-28 21:00:23.257754","2025-01-28 21:00:23.115917",NULL,"1738098023258",NULL,"1738098022345"
"10649","MAISD","5","1997-08-28","1997-09-25","1997-08-29","3","6.2","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","","B-1180","Belgium","2025-01-28 21:00:22.024354","2025-01-28 21:00:22.965282","2025-01-28 21:00:22.880445",NULL,"1738098022965",NULL,"1738098022345","10649","72","34.8","15","0","2025-01-28 21:00:22.177142","2025-01-28 21:00:23.258024","2025-01-28 21:00:23.115917",NULL,"1738098023258",NULL,"1738098022345"
"10650","FAMIA","5","1997-08-29","1997-09-26","1997-09-03","3","176.81","Familia Arquibaldo","Rua Orós, 92","Sao Paulo","SP","05442-030","Brazil","2025-01-28 21:00:22.024456","2025-01-28 21:00:22.965459","2025-01-28 21:00:22.880445",NULL,"1738098022965",NULL,"1738098022345","10650","30","25.89","30","0","2025-01-28 21:00:22.177257","2025-01-28 21:00:23.258233","2025-01-28 21:00:23.115917",NULL,"1738098023258",NULL,"1738098022345"
"10650","FAMIA","5","1997-08-29","1997-09-26","1997-09-03","3","176.81","Familia Arquibaldo","Rua Orós, 92","Sao Paulo","SP","05442-030","Brazil","2025-01-28 21:00:22.024456","2025-01-28 21:00:22.965459","2025-01-28 21:00:22.880445",NULL,"1738098022965",NULL,"1738098022345","10650","53","32.8","25","0.05","2025-01-28 21:00:22.17737","2025-01-28 21:00:23.258366","2025-01-28 21:00:23.115917",NULL,"1738098023258",NULL,"1738098022345"
"10650","FAMIA","5","1997-08-29","1997-09-26","1997-09-03","3","176.81","Familia Arquibaldo","Rua Orós, 92","Sao Paulo","SP","05442-030","Brazil","2025-01-28 21:00:22.024456","2025-01-28 21:00:22.965459","2025-01-28 21:00:22.880445",NULL,"1738098022965",NULL,"1738098022345","10650","54","7.45","30","0","2025-01-28 21:00:22.177428","2025-01-28 21:00:23.258489","2025-01-28 21:00:23.115917",NULL,"1738098023258",NULL,"1738098022345"
"10651","WANDK","8","1997-09-01","1997-09-29","1997-09-11","2","20.6","Die Wandernde Kuh","Adenauerallee 900","Stuttgart","","70563","Germany","2025-01-28 21:00:22.024558","2025-01-28 21:00:22.965627","2025-01-28 21:00:22.880445",NULL,"1738098022966",NULL,"1738098022345","10651","19","9.2","12","0.25","2025-01-28 21:00:22.177475","2025-01-28 21:00:23.258893","2025-01-28 21:00:23.115917",NULL,"1738098023259",NULL,"1738098022345"
"10651","WANDK","8","1997-09-01","1997-09-29","1997-09-11","2","20.6","Die Wandernde Kuh","Adenauerallee 900","Stuttgart","","70563","Germany","2025-01-28 21:00:22.024558","2025-01-28 21:00:22.965627","2025-01-28 21:00:22.880445",NULL,"1738098022966",NULL,"1738098022345","10651","22","21","20","0.25","2025-01-28 21:00:22.17756","2025-01-28 21:00:23.259276","2025-01-28 21:00:23.115917",NULL,"1738098023259",NULL,"1738098022345"
"10652","GOURL","4","1997-09-01","1997-09-29","1997-09-08","2","7.14","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil","2025-01-28 21:00:22.024662","2025-01-28 21:00:22.965797","2025-01-28 21:00:22.880445",NULL,"1738098022966",NULL,"1738098022345","10652","30","25.89","2","0.25","2025-01-28 21:00:22.177673","2025-01-28 21:00:23.259577","2025-01-28 21:00:23.115917",NULL,"1738098023260",NULL,"1738098022345"
"10652","GOURL","4","1997-09-01","1997-09-29","1997-09-08","2","7.14","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil","2025-01-28 21:00:22.024662","2025-01-28 21:00:22.965797","2025-01-28 21:00:22.880445",NULL,"1738098022966",NULL,"1738098022345","10652","42","14","20","0","2025-01-28 21:00:22.177785","2025-01-28 21:00:23.259714","2025-01-28 21:00:23.115917",NULL,"1738098023260",NULL,"1738098022345"
